TIMESTAMP,ID,ORD_NUM,INVOICE_NO,INVOICE_DATE,SHIP_QTY,SHIP_DATE,TRANSPORT_TYPE,CURRENT_CURRENCY_RATE
"2023-12-02 06:39:00",25,ORD195843105,IN73870010,2023-03-15,1366,2023-03-16,Sea,101.15
"2023-12-02 06:43:00",26,ORD106843105,IN42880010,2023-05-07,449,2023-05-13,Sea,102.15
"2023-12-02 06:49:00",27,ORD157843105,IN34870010,2023-03-20,3505,2023-03-27,Sea,101.15
"2023-12-02 06:59:00",28,ORD134873105,IN99870010,2023-05-02,2240,2023-05-05,Sea,102.15
"2023-12-02 07:01:00",29,ORD115853105,IN46880010,2023-05-26,57,2023-05-30,Air,87.75
"2023-12-02 07:04:00",30,ORD184873105,IN80880010,2023-05-02,1333,2023-05-04,Sea,102.15
"2023-12-02 07:09:00",31,ORD194873105,IN64880010,2023-06-12,2263,2023-06-17,Sea,103.45
"2023-12-02 07:13:00",32,ORD125853105,IN46880010,2023-05-26,4,2023-05-30,Air,87.75
"2023-12-02 07:16:00",33,ORD105873105,IN08880010,2023-05-31,3080,2023-06-10,Sea,104.55
"2023-12-02 07:22:00",34,ORD125873105,IN38880010,2023-05-31,2116,2023-06-10,Sea,104.55
"2023-12-02 07:27:00",35,ORD145873105,IN63890010,2023-07-17,602,2023-07-18,Sea,103.9
"2023-12-02 08:05:00",36,ORD195873105,IN50880010,2023-05-02,738,2023-05-07,Sea,102.15
"2023-12-02 08:11:00",37,ORD106873105,IN31890010,2023-06-23,1479,2023-07-01,Sea,103.9
"2023-12-02 08:19:00",38,ORD116873105,IN21880010,2023-05-02,1614,2023-05-05,Sea,102.15
"2023-12-02 08:25:00",39,ORD136873105,IN25890010,2023-08-04,166,2023-08-09,Sea,100.8
"2023-12-02 08:26:00",40,ORD170863105,IN33880010,2023-05-12,26,2023-05-17,Air,87.3
"2023-12-02 08:30:00",41,ORD186873105,IN31880010,2023-05-02,1984,2023-05-04,Sea,102.15
"2023-12-02 08:35:00",42,ORD196873105,IN35880010,2023-06-12,960,2023-06-16,Sea,103.45
"2023-12-02 08:39:00",43,ORD190863105,IN33880010,2023-05-12,23,2023-05-17,Air,87.3
"2023-12-02 08:41:00",44,ORD107873105,IN98880010,2023-05-31,698,2023-06-10,Sea,104.55
"2023-12-02 08:48:00",45,ORD117873105,IN84880010,2023-06-12,2277,2023-06-17,Sea,103.45
"2023-12-02 08:54:00",46,ORD111863105,IN33880010,2023-05-12,67,2023-05-17,Air,87.3
"2023-12-02 08:56:00",47,ORD127873105,IN52890010,2023-06-23,1078,2023-06-29,Sea,103.9
"2023-12-02 09:08:00",48,ORD137873105,IN28870010,2023-04-23,923,2023-05-01,Sea,102.15
"2023-12-02 09:13:00",49,ORD147873105,IN68870010,2023-04-23,1985,2023-04-28,Sea,104.71
"2023-12-02 09:14:00",50,ORD121863105,IN33880010,2023-05-18,564,2023-05-17,Air,87.3
"2023-12-02 09:19:00",51,ORD157873105,IN41880010,2023-05-02,1356,2023-05-07,Sea,102.15
"2023-12-02 09:23:00",52,ORD197873105,IN45880010,2023-06-12,623,2023-06-16,Sea,103.45
"2023-12-02 09:30:00",53,ORD108873105,IN38870010,2023-04-23,1655,2023-04-28,Sea,104.71
"2023-12-02 09:32:00",54,ORD131863105,IN33880010,2023-05-12,220,2023-05-17,Air,87.3
"2023-12-02 09:35:00",55,ORD128873105,IN05880010,2023-05-31,2993,2023-06-10,Sea,104.55
"2023-12-02 09:40:00",56,ORD168873105,IN70890010,2023-06-19,2013,2023-06-22,Sea,103.45
"2023-12-02 09:44:00",57,ORD178873105,IN11890010,2023-06-19,1775,2023-06-22,Sea,103.45
"2023-12-02 09:48:00",58,ORD109873105,IN40890010,2023-06-19,1797,2023-06-22,Sea,103.45
"2023-12-02 09:52:00",59,ORD119873105,IN74880010,2023-06-12,714,2023-06-16,Sea,103.45
"2023-12-02 09:56:00",60,ORD129873105,IN90890010,2023-06-19,1952,2023-06-22,Sea,103.45
"2023-12-02 10:00:00",61,ORD139873105,IN15880010,2023-06-12,559,2023-06-16,Sea,103.45
"2023-12-02 10:04:00",62,ORD196893105,IN07870010,2023-04-03,2669,2023-04-08,Sea,101.2
"2023-12-02 10:08:00",63,ORD110804105,IN71880010,2023-05-07,637,2023-05-11,Sea,102.15
"2023-12-02 10:11:00",64,ORD120804105,IN13870010,2023-03-08,1580,2023-03-09,Sea,100.6
"2023-12-02 10:16:00",65,ORD181863105,IN33880010,2023-05-12,22,2023-05-30,Air,87.3
"2023-12-02 10:16:00",66,ORD130804105,IN53870010,2023-03-08,2234,2023-03-10,Sea,100.6
"2023-12-02 10:19:00",67,ORD140804105,IN12880010,2023-05-07,868,2023-05-11,Sea,102.15
"2023-12-02 10:23:00",68,ORD150804105,IN33870010,2023-03-08,1824,2023-03-09,Sea,100.6
"2023-12-02 10:27:00",69,ORD160804105,IN91880010,2023-05-07,720,2023-05-11,Sea,102.15
"2023-12-02 10:31:00",70,ORD170804105,IN43870010,2023-03-08,2126,2023-03-10,Sea,100.6
"2023-12-02 10:51:00",71,ORD180804105,IN02880010,2023-05-07,660,2023-05-11,Sea,102.15
"2023-12-02 11:35:00",72,ORD102863105,IN33880010,2023-05-12,70,2023-05-17,Air,87.3
"2023-12-02 12:15:00",73,ORD179863105,IN13880010,2023-05-12,30,2023-05-17,Air,87.3
"2023-12-02 12:34:00",74,ORD189863105,IN13880010,2023-05-12,102,2023-05-17,Air,87.3
"2023-12-04 04:46:00",75,ORD199863105,IN13880010,2023-05-12,229,2023-05-17,Air,87.3
"2023-12-04 05:13:00",76,ORD120873105,IN13880010,2023-05-12,15,2023-05-17,Air,87.3
"2023-12-04 05:16:00",77,ORD177845105-S(1),IN90820010,2024-03-12,63,2024-03-12,Air,89.15
"2023-12-04 05:21:00",78,ORD166845105-S(1),IN90820010,2024-03-12,390,2024-03-12,Air,89.15
"2023-12-04 05:23:00",79,ORD120815105-S(1),IN90820010,2024-03-12,47,2024-03-12,Air,89.15
"2023-12-04 05:27:00",80,ORD111855105-S(1),IN90820010,2024-03-12,27,2024-03-12,Air,89.15
"2023-12-04 05:33:00",81,ORD140873105,IN13880010,2023-05-12,347,2023-05-17,Air,87.3
"2023-12-04 06:03:00",82,ORD141873105,IN24880010,2023-05-21,386,2023-05-23,Air,87.75
"2023-12-04 06:24:00",83,ORD122873105,IN34880010,2023-05-21,4,2023-05-30,Air,87.75
"2023-12-04 06:48:00",84,ORD120893105,IN66880010,2023-06-12,26,2023-06-18,Air,88.9
"2023-12-04 07:01:00",85,ORD130893105,IN66880010,2023-06-12,118,2023-06-18,Air,88.9
"2023-12-04 07:18:00",86,ORD170893105,IN66880010,2023-06-12,84,2023-06-18,Air,88.9
"2023-12-04 08:10:00",87,ORD188893105,IN32870010,2023-02-23,115,2023-02-28,Air,87.75
"2023-12-04 08:26:00",88,ORD129893105,IN95890010,2023-08-14,98,2023-08-18,Air,86.1
"2023-12-04 08:47:00",89,ORD139893105,IN95890010,2023-08-14,296,2023-08-18,Air,86.1
"2023-12-04 09:14:00",90,ORD159893105,IN95890010,2023-08-14,136,2023-08-18,Air,86.1
"2023-12-04 09:33:00",91,ORD179893105,IN95890010,2023-08-14,248,2023-08-18,Air,86.1
"2023-12-04 10:13:00",92,ORD182804105,IN66890010,2023-08-16,29,2023-08-25,Air,86.1
"2023-12-04 10:28:00",93,ORD192804105,IN66890010,2023-08-16,33,2023-08-25,Air,86.1
"2023-12-04 11:05:00",94,ORD126804105,IN46890010,2023-08-16,12,2023-08-20,Air,86.1
"2023-12-04 11:14:00",95,ORD146804105,IN318010010,2023-09-05,89,2023-09-06,Air,86.2
"2023-12-04 11:32:00",96,ORD117804105,IN46890010,2023-08-16,19,2023-08-20,Air,86.1
"2023-12-04 11:45:00",97,ORD100814105,IN86890010,2023-08-16,45,2023-08-22,Air,86.1
"2023-12-04 11:54:00",98,ORD172814105,IN95890010,2023-08-14,115,2023-08-18,Air,86.1
"2023-12-04 12:18:00",99,ORD170824105,IN46890010,2023-08-16,115,2023-08-20,Air,86.1
"2023-12-05 04:29:00",100,ORD190804105,IN23870010,2023-03-08,1907,2023-03-10,Sea,100.6
"2023-12-05 04:33:00",101,ORD190824105,IN66880010,2023-06-12,173,2023-06-18,Air,88.9
"2023-12-05 04:44:00",102,ORD101824105,IN66880010,2023-06-12,103,2023-06-18,Air,88.9
"2023-12-05 04:52:00",103,ORD101804105,IN81880010,2023-05-07,934,2023-05-11,Sea,102.15
"2023-12-05 04:56:00",104,ORD111824105,IN66880010,2023-06-12,10,2023-06-18,Air,88.9
"2023-12-05 04:56:00",105,ORD114804105,IN57870010,2023-04-12,1312,2023-04-14,Sea,101
"2023-12-05 05:04:00",106,ORD124804105,IN92880010,2023-05-07,591,2023-05-11,Sea,102.15
"2023-12-05 05:09:00",107,ORD134804105,IN64870010,2023-03-20,2287,2023-03-24,Sea,101.15
"2023-12-05 05:12:00",108,ORD144804105,IN52880010,2023-05-07,799,2023-05-11,Sea,102.15
"2023-12-05 05:15:00",109,ORD131824105,IN33880010,2023-05-12,57,2023-05-17,Air,87.3
"2023-12-05 05:16:00",110,ORD194804105,IN37870010,2023-04-03,1510,2023-04-08,Sea,101.2
"2023-12-05 05:25:00",111,ORD141824105,IN33880010,2023-05-12,20,2023-05-17,Air,87.3
"2023-12-05 05:33:00",112,ORD151824105,IN33880010,2023-05-12,10,2023-05-17,Air,87.3
"2023-12-05 05:45:00",113,ORD105804105,IN72880010,2023-05-07,680,2023-05-11,Sea,102.15
"2023-12-05 05:48:00",114,ORD115804105,IN45870010,2023-03-20,1277,2023-03-25,Sea,101.15
"2023-12-05 05:50:00",115,ORD161824105,#VALUE!,2023-05-12,14,2023-05-17,Air,87.3
"2023-12-05 05:53:00",116,ORD125804105,IN47870010,2023-04-12,743,2023-04-14,Sea,101
"2023-12-05 05:57:00",117,ORD135804105,IN05870010,2023-03-20,2414,2023-03-25,Sea,101.15
"2023-12-05 06:01:00",118,ORD145804105,IN03880010,2023-05-07,871,2023-05-04,Sea,102.15
"2023-12-05 06:02:00",119,ORD181824105,IN33880010,2023-05-12,47,2023-05-17,Air,87.3
"2023-12-05 06:04:00",120,ORD155804105,IN55870010,2023-03-20,1576,2023-04-03,Sea,101.15
"2023-12-05 06:08:00",121,ORD165804105,IN82880010,2023-05-07,591,2023-05-11,Sea,102.15
"2023-12-05 06:10:00",122,ORD192824105,IN33880010,2023-05-12,9,2023-05-17,Air,87.3
"2023-12-05 06:13:00",123,ORD175804105,IN65870010,2023-03-20,1381,2023-03-24,Sea,101.15
"2023-12-05 06:17:00",124,ORD185804105,IN83880010,2023-05-17,506,2023-05-19,Sea,102.95
"2023-12-05 06:19:00",125,ORD103824105,IN66880010,2023-06-12,8,2023-06-18,Air,88.9
"2023-12-05 06:21:00",126,ORD147804105,IN93870010,2023-03-15,126,2023-03-16,Sea,101.15
"2023-12-05 06:25:00",127,ORD157804105,IN04870010,2023-03-15,212,2023-03-16,Sea,101.15
"2023-12-05 06:27:00",128,ORD113824105,IN66880010,2023-06-12,7,2023-06-18,Air,88.9
"2023-12-05 06:32:00",129,ORD197804105,IN94870010,2023-03-20,1558,2023-03-25,Sea,101.15
"2023-12-05 06:34:00",130,ORD123824105,IN66880010,2023-06-12,8,2023-06-18,Air,88.9
"2023-12-05 06:36:00",131,ORD108804105,IN84870010,2023-03-20,162,2023-03-25,Sea,101.15
"2023-12-05 06:39:00",132,ORD118804105,IN74870010,2023-03-20,132,2023-03-25,Sea,101.15
"2023-12-05 06:45:00",133,ORD128804105,IN56870010,2023-03-29,1797,2023-03-31,Sea,101.2
"2023-12-05 06:46:00",134,ORD187824105,IN56880010,2023-05-26,19,2023-05-30,Air,87.75
"2023-12-05 06:54:00",135,ORD138804105,IN27870010,2023-04-03,875,2023-04-08,Sea,101.2
"2023-12-05 06:57:00",136,ORD168824105,IN34880010,2023-05-21,21,2023-05-30,Air,87.75
"2023-12-05 06:59:00",137,ORD148804105,IN46870010,2023-03-29,229,2023-03-31,Sea,101.2
"2023-12-05 07:02:00",138,ORD158804105,IN36870010,2023-03-29,204,2023-03-31,Sea,101.2
"2023-12-05 07:06:00",139,ORD168804105,IN35870010,2023-03-20,1844,2023-03-25,Sea,101.15
"2023-12-05 07:12:00",140,ORD189824105,IN67870010,2023-04-12,4,2023-04-12,Air,89
"2023-12-05 07:13:00",141,ORD178804105,IN62880010,2023-05-07,769,2023-05-11,Sea,102.15
"2023-12-05 07:16:00",142,ORD188804105,IN15870010,2023-03-20,156,2023-03-25,Sea,101.15
"2023-12-05 07:19:00",143,ORD199824105,IN67870010,2023-04-12,3,2023-04-12,Air,89
"2023-12-05 07:19:00",144,ORD198804105,IN25870010,2023-03-20,214,2023-03-25,Sea,101.15
"2023-12-05 07:23:00",145,ORD109804105,IN83870010,2023-03-15,1288,2023-03-16,Sea,101.15
"2023-12-05 07:26:00",146,ORD100834105,IN67870010,2023-04-12,2,2023-04-12,Air,89
"2023-12-05 08:16:00",147,ORD110834105,IN24870010,2023-03-14,2,2023-03-14,Air,88.55
"2023-12-05 08:25:00",148,ORD120834105,IN67870010,2023-04-12,2,2023-04-12,Air,88.55
"2023-12-05 08:33:00",149,ORD130834105,IN67870010,2023-04-12,6,2023-04-12,Air,89
"2023-12-05 08:42:00",150,ORD140834105,IN67870010,2023-04-12,2,2023-04-12,Air,89
"2023-12-05 08:50:00",151,ORD150834105,IN24870010,2023-03-14,6,2023-03-14,Air,88.55
"2023-12-05 09:02:00",152,ORD160834105,IN67870010,2023-04-12,3,2023-04-12,Air,88.55
"2023-12-05 09:11:00",153,ORD170834105,IN67870010,2023-04-12,3,2023-04-12,Air,88.55
"2023-12-05 09:22:00",154,ORD180834105,IN24870010,2023-03-14,2,2023-03-14,Air,88.55
"2023-12-05 09:33:00",155,ORD190834105,IN67870010,2023-04-12,3,2023-04-12,Air,88.55
"2023-12-05 09:45:00",156,ORD181834105,IN86890010,2023-08-16,26,2023-08-22,Air,86.1
"2023-12-05 10:29:00",157,ORD102834105,IN95890010,2023-08-14,709,2023-08-18,Air,86.1
"2023-12-05 11:29:00",158,ORD162834105,IN46890010,2023-08-16,414,2023-08-20,Air,86.1
"2023-12-05 11:45:00",159,ORD172834105,IN46890010,2023-08-16,388,2023-08-20,Air,86.1
"2023-12-05 11:59:00",160,ORD139834105,IN67870010,2023-04-12,3,2023-04-12,Air,89
"2023-12-05 12:08:00",161,ORD149834105,IN67870010,2023-04-12,6,2023-04-12,Air,89
"2023-12-05 12:28:00",162,ORD181844105,IN67870010,2023-04-12,3,2022-12-13,Air,89
"2023-12-06 04:53:00",163,ORD135854105,IN65880010,2023-05-23,2,2023-05-29,Air,87.75
"2023-12-06 05:05:00",164,ORD145854105,IN65880010,2023-05-23,5,2023-05-29,Air,87.75
"2023-12-06 05:18:00",165,ORD165854105,IN65880010,2023-05-23,3,2023-05-29,Air,87.75
"2023-12-06 05:30:00",166,ORD155854105,IN65880010,2023-05-23,2,2023-05-29,Air,87.75
"2023-12-06 05:41:00",167,ORD128854105,IN46890010,2023-08-16,10,2023-08-20,Air,86.1
"2023-12-06 05:51:00",168,ORD143864105,IN46890010,2023-08-16,16,2023-08-20,Air,86.1
"2023-12-06 05:59:00",169,ORD153864105,IN46890010,2023-08-16,74,2023-08-20,Air,86.1
"2023-12-06 06:09:00",170,ORD163864105,IN318010010,2023-09-05,37,2023-09-06,Air,86.2
"2023-12-06 06:21:00",171,ORD173864105,IN46890010,2023-08-16,10,2023-08-20,Air,86.1
"2023-12-06 06:38:00",172,ORD183864105,IN46890010,2023-08-16,12,2023-08-20,Air,86.1
"2023-12-06 07:10:00",173,ORD177805105,IN838010010,2023-10-13,3,2023-10-15,Air,88.6
"2023-12-06 07:18:00",174,ORD187805105,IN838010010,2023-10-13,2,2023-10-15,Air,88.6
"2023-12-06 08:20:00",175,ORD197805105,IN838010010,2023-10-13,2,2023-10-15,Air,88.6
"2023-12-06 08:36:00",176,ORD108805105,IN838010010,2023-10-13,2,2023-10-15,Air,88.6
"2023-12-06 08:37:00",177,ORD119804105,IN96870010,2023-04-03,232,2023-04-08,Sea,101.2
"2023-12-06 08:41:00",178,ORD150814105,IN73880010,2023-05-17,967,2023-05-19,Sea,102.95
"2023-12-06 08:44:00",179,ORD118805105,IN838010010,2023-10-13,3,2023-10-15,Air,88.6
"2023-12-06 08:44:00",180,ORD161814105,IN69880010,2023-07-04,1368,2023-07-08,Sea,103.9
"2023-12-06 08:47:00",181,ORD152814105,IN08870010,2023-04-16,1537,2023-04-20,Sea,101
"2023-12-06 08:51:00",182,ORD162814105,IN97870010,2023-04-16,2736,2023-04-20,Sea,101
"2023-12-06 08:56:00",183,ORD183814105,IN63880010,2023-05-17,793,2023-05-19,Sea,102.95
"2023-12-06 08:59:00",184,ORD156814105,IN00890010,2023-06-19,953,2023-06-22,Sea,103.45
"2023-12-06 09:03:00",185,ORD166814105,IN99880010,2023-06-19,695,2023-06-22,Sea,103.45
"2023-12-06 09:08:00",186,ORD176814105,IN98870010,2023-04-23,525,2023-04-28,Sea,105
"2023-12-06 09:14:00",187,ORD186814105,IN20890010,2023-06-19,616,2023-06-22,Sea,103.45
"2023-12-06 09:18:00",188,ORD186814105,IN10890010,2023-06-19,1372,2023-06-22,Sea,103.45
"2023-12-06 09:23:00",189,ORD196814105,IN10890010,2023-06-19,1372,2023-06-22,Sea,103.45
"2023-12-06 09:27:00",190,ORD187814105,IN78890010,2023-08-23,1758,2023-08-27,Sea,99.55
"2023-12-06 09:30:00",191,ORD197814105,IN79880010,2023-06-19,753,2023-06-22,Sea,103.45
"2023-12-06 09:34:00",192,ORD108814105,IN89870010,2023-05-02,236,2023-05-05,Sea,102.15
"2023-12-06 09:37:00",193,ORD118814105,IN79870010,2023-05-02,212,2023-05-05,Sea,102.15
"2023-12-06 09:47:00",194,ORD128814105,IN30880010,2023-05-02,235,2023-04-18,Sea,105
"2023-12-06 10:01:00",195,ORD138814105,IN20880010,2023-05-02,212,2023-05-08,Sea,105
"2023-12-06 10:05:00",196,ORD148814105,IN70880010,2023-05-02,225,2023-05-04,Sea,102.15
"2023-12-06 10:08:00",197,ORD158814105,IN01880010,2023-05-03,207,2023-05-04,Sea,102.15
"2023-12-06 10:13:00",198,ORD168814105,IN60880010,2023-05-02,144,2023-05-04,Sea,102.45
"2023-12-06 10:17:00",199,ORD178814105,IN90880010,2023-05-03,122,2023-05-04,Sea,102.15
"2023-12-06 10:20:00",200,ORD188814105,IN00880010,2023-05-02,193,2023-05-07,Sea,102.15
"2023-12-06 10:23:00",201,ORD198814105,IN11880010,2023-05-03,1485,2023-05-04,Sea,102.15
"2023-12-06 10:27:00",202,ORD109814105,IN10880010,2023-05-02,1366,2023-05-07,Sea,102.15
"2023-12-06 10:31:00",203,ORD119814105,IN13890010,2023-07-13,716,2023-07-14,Sea,103.9
"2023-12-06 10:35:00",204,ORD129814105,IN23890010,2023-07-13,836,2023-07-14,Sea,103.9
"2023-12-06 10:39:00",205,ORD139814105,IN55880010,2023-06-12,868,2023-06-16,Sea,103.45
"2023-12-06 10:43:00",206,ORD149814105,IN33890010,2023-07-13,394,2023-07-14,Sea,103.9
"2023-12-06 10:46:00",207,ORD159814105,IN25880010,2023-06-12,703,2023-06-16,Sea,103.45
"2023-12-06 10:50:00",208,ORD169814105,IN40880010,2023-05-02,1327,2023-05-08,Sea,105
"2023-12-06 10:53:00",209,ORD179814105,IN89880010,2023-06-19,759,2023-06-22,Sea,103.45
"2023-12-06 10:58:00",210,ORD110824105,IN93880010,2023-05-17,855,2023-05-19,Sea,102.95
"2023-12-06 11:02:00",211,ORD171824105,IN69880010,2023-07-04,1368,2023-07-08,Sea,103.9
"2023-12-06 11:05:00",212,ORD112824105,IN47890010,2023-08-23,1235,2023-08-27,Sea,99.55
"2023-12-06 11:09:00",213,ORD122824105,IN97890010,2023-08-23,1917,2023-08-27,Sea,99.55
"2023-12-06 11:13:00",214,ORD132824105,IN57890010,2023-08-23,601,2023-08-27,Sea,99.55
"2023-12-06 11:16:00",215,ORD152824105,IN408010010,2023-08-30,1022,2023-09-03,Sea,99.4
"2023-12-06 11:20:00",216,ORD162824105,IN48890010,2023-08-23,2168,2023-08-27,Sea,99.55
"2023-12-06 11:24:00",217,ORD183824105,IN68870010,2023-04-23,1985,2023-04-28,Sea,105
"2023-12-06 11:27:00",218,ORD193824105,IN30890010,2023-06-19,899,2023-06-22,Sea,103.45
"2023-12-06 11:30:00",219,ORD104824105,IN43890010,2023-07-13,600,2023-07-14,Sea,103.9
"2023-12-06 11:33:00",220,ORD114824105,IN75890010,2023-08-04,1065,2023-08-09,Sea,100.8
"2023-12-06 11:36:00",221,ORD124824105,IN85890010,2023-08-04,838,2023-08-09,Sea,100.8
"2023-12-06 11:55:00",222,ORD134824105,IN65890010,2023-08-04,1092,2023-08-09,Sea,100.8
"2023-12-06 11:59:00",223,ORD144824105,IN45890010,2023-08-04,957,2023-08-09,Sea,100.8
"2023-12-08 04:13:00",224,ORD154824105,IN48870010,2023-04-23,1628,2023-04-28,Sea,105
"2023-12-08 04:16:00",225,ORD164824105,IN50890010,2023-06-19,717,2023-06-22,Sea,103.45
"2023-12-08 04:20:00",226,ORD174824105,IN60890010,2023-06-19,1463,2023-06-22,Sea,103.45
"2023-12-08 04:28:00",227,ORD184824105,IN55890010,2023-08-04,845,2023-08-09,Sea,100.8
"2023-12-08 04:31:00",228,ORD194824105,IN58870010,2023-04-23,1766,2023-04-28,Sea,105
"2023-12-08 04:38:00",229,ORD105824105,IN80890010,2023-06-19,755,2023-06-22,Sea,103.45
"2023-12-08 04:43:00",230,ORD115824105,IN53890010,2023-07-13,510,2023-07-14,Sea,103.9
"2023-12-08 04:46:00",231,ORD125824105,IN78870010,2023-04-23,1787,2023-04-28,Sea,105
"2023-12-08 04:48:00",232,ORD135824105,IN21890010,2023-06-19,749,2023-06-22,Sea,103.45
"2023-12-08 04:51:00",233,ORD145824105,IN808010010,2023-08-30,1653,2023-09-03,Sea,105
"2023-12-08 04:55:00",234,ORD165824105,IN98890010,2023-08-23,938,2023-08-27,Sea,99.55
"2023-12-08 04:58:00",235,ORD175824105,IN58890010,2023-08-23,1693,2023-08-27,Sea,99.55
"2023-12-08 05:02:00",236,ORD195824105,IN82890010,2023-07-04,970,2023-07-07,Sea,103.9
"2023-12-08 05:05:00",237,ORD106824105,IN97880010,2023-05-31,206,2023-06-10,Sea,104.55
"2023-12-08 05:08:00",238,ORD116824105,IN87880010,2023-05-31,130,2023-06-10,Sea,104.55
"2023-12-08 05:11:00",239,ORD126824105,IN72890010,2023-07-04,1070,2023-07-07,Sea,103.9
"2023-12-08 05:14:00",240,ORD136824105,IN54880010,2023-06-12,392,2023-06-17,Sea,103.45
"2023-12-08 05:20:00",241,ORD146824105,IN44880010,2023-06-12,228,2023-06-16,Sea,103.45
"2023-12-08 05:23:00",242,ORD156824105,IN03890010,2023-07-13,1195,2023-07-14,Sea,103.9
"2023-12-08 05:26:00",243,ORD166824105,IN28880010,2023-05-31,277,2023-06-10,Sea,104.55
"2023-12-08 05:31:00",244,ORD176824105,IN18880010,2023-05-31,212,2023-06-10,Sea,104.55
"2023-12-08 05:35:00",245,ORD109824105,IN58880010,2023-05-31,441,2023-06-10,Sea,104.55
"2023-12-08 05:48:00",246,ORD119824105,IN48880010,2023-05-31,506,2023-06-10,Sea,104.55
"2023-12-08 05:51:00",247,ORD111834105,IN908010010,2023-08-30,2470,2023-09-03,Sea,99.4
"2023-12-08 05:57:00",248,ORD121834105,IN19890010,2023-09-13,2637,2023-09-15,Sea,99.85
"2023-12-08 06:00:00",249,ORD131834105,IN418010010,2023-09-27,1519,2023-10-04,Sea,101.4
"2023-12-08 06:04:00",250,ORD171834105,IN708010010,2023-08-30,1663,2023-09-03,Sea,99.4
"2023-12-08 06:07:00",251,ORD112834105,IN32890010,2023-06-23,685,2023-07-02,Sea,103.9
"2023-12-08 06:11:00",252,ORD192834105,IN87890010,2023-08-23,421,2023-08-29,Sea,99.55
"2023-12-08 06:14:00",253,ORD103834105,IN28890010,2023-08-23,1544,2023-08-27,Sea,99.55
"2023-12-08 06:18:00",254,ORD113834105,IN18890010,2023-08-23,2229,2023-08-17,Sea,99.55
"2023-12-08 06:22:00",255,ORD144834105,IN37890010,2023-08-23,1788,2023-08-27,Sea,99.55
"2023-12-08 06:26:00",256,ORD164834105,IN018010010,2023-08-30,974,2023-09-03,Sea,99.55
"2023-12-08 06:29:00",257,ORD184834105,IN77890010,2023-08-23,501,2023-08-27,Sea,99.55
"2023-12-08 06:35:00",258,ORD194834105,IN61890010,2023-06-23,1566,2023-07-01,Sea,103.9
"2023-12-08 06:39:00",259,ORD105834105,IN93890010,2023-07-17,529,2023-07-18,Sea,103.9
"2023-12-08 06:42:00",260,ORD115834105,IN51890010,2023-06-23,185,2023-07-01,Sea,103.9
