ID,TIMESTAMP,ORD_NUM,BuyerId,Product
31,"2021-12-11 17:54:00",ORD192804105,7,Hoodies
32,"2021-12-12 10:34:00",ORD123804105,2,"Maxi Dresses"
33,"2021-12-13 09:55:00",ORD114804105,5,Boardshorts
34,"2021-12-13 10:00:00",ORD124804105,7,T-Shirts
35,"2021-12-13 11:25:00",ORD134804105,7,"Maxi Dresses"
36,"2021-12-13 11:26:00",ORD144804105,5,Bikinis
37,"2021-12-13 12:56:00",ORD154804105,7,Boardshorts
38,"2021-12-13 12:57:00",ORD164804105,3,"Shift Dresses"
39,"2021-12-13 12:58:00",ORD174804105,5,Chinos
40,"2021-12-13 12:59:00",ORD184804105,7,Nightwear
41,"2021-12-15 10:34:00",ORD194804105,5,Parkas
42,"2021-12-15 10:35:00",ORD105804105,3,"Mini Skirts"
43,"2021-12-15 10:36:00",ORD115804105,2,Shorts
44,"2021-12-15 10:37:00",ORD125804105,4,"Wrap Dresses"
45,"2021-12-15 10:39:00",ORD135804105,1,"Mini Skirts"
46,"2021-12-15 10:39:00",ORD145804105,6,Blouses
47,"2021-12-15 10:47:00",ORD155804105,2,Jackets
48,"2021-12-15 10:47:00",ORD165804105,5,Rompers
49,"2021-12-15 10:49:00",ORD175804105,5,Skirts
50,"2021-12-15 10:49:00",ORD185804105,5,Overalls
51,"2021-12-20 13:59:00",ORD116804105,1,Pullovers
52,"2021-12-20 14:00:00",ORD126804105,2,T-Shirts
53,"2021-12-20 14:01:00",ORD146804105,5,Pajamas
54,"2021-12-20 14:02:00",ORD166804105,6,Blazers
55,"2021-12-20 14:03:00",ORD176804105,1,"Activewear Tops"
56,"2021-12-20 14:04:00",ORD196804105,3,Swimwear
57,"2021-12-20 14:04:00",ORD107804105,4,Undergarments
58,"2021-12-20 14:05:00",ORD117804105,3,Skirts
59,"2021-12-25 14:28:00",ORD137804105,6,"Bodycon Dresses"
60,"2021-12-25 14:41:00",ORD147804105,6,Socks
61,"2021-12-25 14:42:00",ORD157804105,1,"Activewear Tops"
62,"2021-12-25 14:42:00",ORD167804105,1,"A-Line Skirts"
63,"2021-12-25 14:43:00",ORD177804105,3,Skirts
64,"2021-12-25 14:43:00",ORD187804105,7,"Maxi Skirts"
65,"2021-12-25 14:49:00",ORD197804105,4,Tracksuits
66,"2021-12-25 14:50:00",ORD108804105,1,Overalls
67,"2021-12-25 14:50:00",ORD118804105,2,"Maxi Skirts"
68,"2021-12-25 14:51:00",ORD128804105,5,"Pencil Skirts"
69,"2021-12-25 14:52:00",ORD148804105,5,Trousers
70,"2021-12-25 14:52:00",ORD138804105,1,"Sports Bras"
71,"2021-12-25 14:53:00",ORD158804105,7,Jackets
72,"2021-12-25 14:55:00",ORD168804105,2,"Bodycon Dresses"
73,"2021-12-25 14:56:00",ORD178804105,5,"A-Line Skirts"
74,"2021-12-25 14:57:00",ORD188804105,2,Rompers
75,"2021-12-25 14:57:00",ORD198804105,7,"Maxi Skirts"
76,"2021-12-25 14:59:00",ORD109804105,4,Jeans
77,"2021-12-25 15:01:00",ORD119804105,1,"Sports Bras"
78,"2021-12-25 15:42:00",ORD169804105,4,Cardigans
79,"2021-12-25 15:46:00",ORD100814105,1,Chinos
80,"2021-12-26 18:07:00",ORD150814105,5,"Mini Skirts"
81,"2021-12-29 10:04:00",ORD160814105,6,"Cargo Pants"
82,"2021-12-29 10:08:00",ORD170814105,2,Parkas
83,"2021-12-29 14:05:00",ORD180814105,1,Shorts
84,"2021-12-29 14:07:00",ORD101814105,4,Pajamas
85,"2021-12-31 17:36:00",ORD161814105,4,Tracksuits
86,"2022-01-07 12:16:00",ORD152814105,6,Cardigans
87,"2022-01-07 12:18:00",ORD162814105,7,Skirts
88,"2022-01-08 11:41:00",ORD172814105,1,"Polo Shirts"
89,"2022-01-09 10:02:00",ORD182814105,7,Jackets
90,"2022-01-09 10:05:00",ORD192814105,7,Vests
91,"2022-01-12 11:52:00",ORD183814105,4,Pajamas
92,"2022-01-22 14:22:00",ORD116814105,6,"Midi Dresses"
93,"2022-01-23 10:46:00",ORD156814105,1,Dungarees
94,"2022-01-23 10:48:00",ORD166814105,2,Boardshorts
95,"2022-01-23 10:49:00",ORD176814105,1,Sweatshirts
96,"2022-01-23 10:51:00",ORD186814105,4,Tracksuits
97,"2022-01-23 10:52:00",ORD196814105,5,T-Shirts
98,"2022-01-23 14:54:00",ORD117814105,1,"Activewear Tops"
99,"2022-01-23 17:38:00",ORD137814105,3,Tracksuits
100,"2022-01-26 18:03:00",ORD187814105,7,"Tank Tops"
101,"2022-01-29 12:21:00",ORD197814105,4,"Polo Shirts"
102,"2022-01-29 12:42:00",ORD108814105,1,"Wrap Dresses"
103,"2022-01-29 12:45:00",ORD118814105,6,"Maxi Dresses"
104,"2022-01-29 12:49:00",ORD128814105,4,"Maxi Skirts"
105,"2022-01-29 12:50:00",ORD138814105,2,"A-Line Skirts"
106,"2022-01-29 12:55:00",ORD148814105,6,"Crop Tops"
107,"2022-01-29 12:58:00",ORD158814105,3,"Maxi Skirts"
108,"2022-01-29 13:00:00",ORD168814105,3,Bikinis
109,"2022-01-29 13:33:00",ORD178814105,2,Sweatshirts
110,"2022-01-29 13:36:00",ORD188814105,2,"Dress Shirts"
111,"2022-01-29 13:40:00",ORD198814105,4,"Midi Dresses"
112,"2022-01-29 13:43:00",ORD109814105,7,"Wrap Dresses"
113,"2022-01-29 13:47:00",ORD119814105,2,Pullovers
114,"2022-01-29 13:54:00",ORD129814105,3,Cardigans
115,"2022-01-29 14:01:00",ORD139814105,3,"Maxi Dresses"
116,"2022-01-29 14:01:00",ORD149814105,6,"A-Line Skirts"
117,"2022-01-29 14:39:00",ORD159814105,1,Coats
118,"2022-01-29 14:55:00",ORD169814105,3,"Midi Dresses"
119,"2022-01-29 14:55:00",ORD179814105,1,Parkas
120,"2022-01-29 17:51:00",ORD110824105,4,Jeans
121,"2022-02-04 13:22:00",ORD160824105,1,"Activewear Tops"
122,"2022-02-05 10:30:00",ORD170824105,3,Pajamas
123,"2022-02-05 12:14:00",ORD190824105,7,Overalls
124,"2022-02-05 14:03:00",ORD101824105,3,Chinos
125,"2022-02-05 14:17:00",ORD111824105,6,Sweatshirts
126,"2022-02-05 14:40:00",ORD121824105,4,"Wrap Dresses"
127,"2022-02-05 15:17:00",ORD131824105,5,Robes
128,"2022-02-05 15:23:00",ORD141824105,6,Dungarees
129,"2022-02-05 15:26:00",ORD151824105,6,Jumpsuits
130,"2022-02-05 15:34:00",ORD161824105,1,T-Shirts
131,"2022-02-05 15:34:00",ORD171824105,5,Chinos
132,"2022-02-05 15:38:00",ORD181824105,3,"Wrap Dresses"
133,"2022-02-06 14:12:00",ORD191824105,4,T-Shirts
134,"2022-02-10 18:43:00",ORD102824105,2,Blouses
135,"2022-02-11 10:50:00",ORD112824105,2,Sweatshirts
136,"2022-02-11 11:32:00",ORD122824105,2,Undergarments
137,"2022-02-11 11:35:00",ORD132824105,5,Cardigans
138,"2022-02-11 11:43:00",ORD152824105,1,Chinos
139,"2022-02-11 13:38:00",ORD162824105,6,Leggings
140,"2022-02-13 12:18:00",ORD192824105,3,Sweatpants
141,"2022-02-13 12:25:00",ORD103824105,5,Skirts
142,"2022-02-13 12:26:00",ORD113824105,3,Jackets
143,"2022-02-13 12:27:00",ORD123824105,4,"Tank Tops"
144,"2022-02-14 17:22:00",ORD153824105,1,Rompers
145,"2022-02-14 17:24:00",ORD163824105,2,Nightwear
146,"2022-02-18 10:18:00",ORD183824105,3,"Crop Tops"
147,"2022-02-18 10:36:00",ORD193824105,3,Jumpsuits
148,"2022-02-18 10:37:00",ORD104824105,6,"Bodycon Dresses"
149,"2022-02-18 10:38:00",ORD114824105,2,T-Shirts
150,"2022-02-18 10:38:00",ORD124824105,7,Tracksuits
151,"2022-02-18 10:40:00",ORD134824105,2,Skirts
152,"2022-02-18 10:40:00",ORD144824105,7,Rompers
153,"2022-02-18 10:41:00",ORD154824105,7,Coats
154,"2022-02-18 10:42:00",ORD164824105,5,"Mini Skirts"
155,"2022-02-18 10:43:00",ORD174824105,6,Tracksuits
156,"2022-02-18 10:44:00",ORD184824105,6,"Wrap Dresses"
157,"2022-02-18 10:45:00",ORD194824105,3,"Pleated Skirts"
158,"2022-02-18 10:46:00",ORD105824105,5,Hoodies
159,"2022-02-18 10:50:00",ORD115824105,1,"Maxi Dresses"
160,"2022-02-18 10:51:00",ORD125824105,7,Socks
161,"2022-02-18 10:52:00",ORD135824105,5,Dresses
162,"2022-02-18 11:45:00",ORD145824105,2,Jumpsuits
163,"2022-02-18 12:00:00",ORD165824105,4,"Crop Tops"
164,"2022-02-18 12:02:00",ORD175824105,1,"Pencil Skirts"
165,"2022-02-18 16:02:00",ORD185824105,5,Pajamas
166,"2022-02-20 14:52:00",ORD195824105,7,"Mini Skirts"
167,"2022-02-20 14:53:00",ORD106824105,3,"Pencil Skirts"
168,"2022-02-20 14:53:00",ORD116824105,1,Cardigans
169,"2022-02-20 15:00:00",ORD126824105,5,Trousers
170,"2022-02-20 15:02:00",ORD136824105,2,"Shift Dresses"
171,"2022-02-20 15:02:00",ORD146824105,1,Shorts
172,"2022-02-20 15:10:00",ORD156824105,6,Blazers
173,"2022-02-20 15:10:00",ORD166824105,7,Bikinis
174,"2022-02-20 15:11:00",ORD176824105,6,Leggings
175,"2022-02-25 11:46:00",ORD107824105,5,"Maxi Dresses"
176,"2022-02-25 11:48:00",ORD127824105,3,Skirts
177,"2022-02-26 10:56:00",ORD167824105,5,Trousers
178,"2022-02-26 10:57:00",ORD177824105,3,Sweatshirts
179,"2022-02-26 14:18:00",ORD187824105,3,Hoodies
180,"2022-02-27 10:56:00",ORD197824105,4,Hoodies
181,"2022-02-27 10:58:00",ORD108824105,3,Chinos
182,"2022-02-27 18:28:00",ORD168824105,7,"Sports Bras"
183,"2022-03-01 12:01:00",ORD109824105,1,Coats
184,"2022-03-01 12:01:00",ORD119824105,5,Dungarees
185,"2022-03-01 13:54:00",ORD139824105,3,Jackets
186,"2022-03-02 16:54:00",ORD159824105,5,"Dress Shirts"
187,"2022-03-02 17:31:00",ORD189824105,2,Rompers
188,"2022-03-02 17:32:00",ORD199824105,1,Bikinis
189,"2022-03-02 17:32:00",ORD100834105,7,"Bodycon Dresses"
190,"2022-03-02 17:33:00",ORD110834105,7,Blouses
191,"2022-03-02 17:33:00",ORD120834105,1,"Midi Dresses"
192,"2022-03-02 17:34:00",ORD130834105,1,Robes
193,"2022-03-02 17:35:00",ORD140834105,7,"Wrap Dresses"
194,"2022-03-02 17:35:00",ORD150834105,2,"Activewear Tops"
195,"2022-03-02 17:35:00",ORD160834105,3,Nightwear
196,"2022-03-02 17:35:00",ORD170834105,1,Jeans
197,"2022-03-02 17:36:00",ORD180834105,2,"Sports Bras"
198,"2022-03-02 17:37:00",ORD190834105,5,"Crop Tops"
199,"2022-03-03 11:00:00",ORD111834105,1,"Sports Bras"
200,"2022-03-03 11:14:00",ORD121834105,7,Bikinis
201,"2022-03-03 11:40:00",ORD131834105,4,"Mini Skirts"
202,"2022-03-03 14:23:00",ORD171834105,7,Coats
203,"2022-03-03 15:37:00",ORD181834105,2,Sweatshirts
204,"2022-03-03 15:38:00",ORD191834105,6,Skirts
205,"2022-03-03 18:30:00",ORD102834105,5,Rompers
206,"2022-03-04 10:44:00",ORD112834105,1,Undergarments
207,"2022-03-04 13:53:00",ORD152834105,3,Pullovers
208,"2022-03-04 14:03:00",ORD162834105,5,"Maxi Dresses"
209,"2022-03-04 14:06:00",ORD172834105,5,"Capri Pants"
210,"2022-03-05 10:48:00",ORD192834105,6,"Activewear Tops"
211,"2022-03-05 10:50:00",ORD103834105,7,Overalls
212,"2022-03-05 10:52:00",ORD113834105,7,"Midi Dresses"
213,"2022-03-10 10:54:00",ORD144834105,5,Cardigans
214,"2022-03-10 11:18:00",ORD164834105,7,Coats
215,"2022-03-14 12:53:00",ORD184834105,7,T-Shirts
216,"2022-03-15 10:10:00",ORD194834105,3,Rompers
217,"2022-03-15 10:11:00",ORD105834105,4,"Maxi Dresses"
218,"2022-03-15 10:12:00",ORD115834105,7,"Maxi Dresses"
219,"2022-03-15 10:13:00",ORD125834105,6,Trousers
220,"2022-03-15 10:19:00",ORD135834105,5,Trousers
221,"2022-03-15 10:21:00",ORD145834105,6,"Sports Bras"
222,"2022-03-16 16:21:00",ORD155834105,5,Sweatshirts
223,"2022-03-16 16:29:00",ORD165834105,5,"Capri Pants"
224,"2022-03-16 16:31:00",ORD175834105,6,"Bodycon Dresses"
225,"2022-03-16 16:33:00",ORD185834105,7,T-Shirts
226,"2022-03-18 11:30:00",ORD195834105,6,Sweatpants
227,"2022-03-22 12:37:00",ORD106834105,2,"Tank Tops"
228,"2022-03-22 15:06:00",ORD156834105,7,Nightwear
229,"2022-03-22 15:07:00",ORD166834105,6,Blazers
230,"2022-03-22 16:44:00",ORD176834105,2,Socks
231,"2022-03-24 10:55:00",ORD117834105,1,Pullovers
232,"2022-03-24 11:09:00",ORD127834105,7,"A-Line Skirts"
233,"2022-03-24 12:28:00",ORD137834105,1,"Wrap Dresses"
234,"2022-03-24 12:32:00",ORD147834105,4,"Mini Skirts"
235,"2022-03-24 12:44:00",ORD157834105,6,Rompers
236,"2022-03-24 13:41:00",ORD167834105,7,Shorts
237,"2022-03-24 13:49:00",ORD187834105,7,Pajamas
238,"2022-03-24 13:53:00",ORD108834105,3,Undergarments
239,"2022-03-24 14:15:00",ORD118834105,7,Coats
240,"2022-03-24 14:53:00",ORD128834105,1,"Maxi Dresses"
241,"2022-03-24 14:54:00",ORD138834105,4,Vests
242,"2022-03-24 15:44:00",ORD148834105,7,Blouses
243,"2022-03-24 15:45:00",ORD158834105,6,Nightwear
244,"2022-03-24 15:46:00",ORD168834105,2,"Maxi Skirts"
245,"2022-03-24 15:48:00",ORD188834105,3,Boardshorts
246,"2022-03-24 15:49:00",ORD198834105,4,Tracksuits
247,"2022-03-24 15:50:00",ORD109834105,5,Skirts
248,"2022-03-24 15:50:00",ORD129834105,5,T-Shirts
249,"2022-03-24 15:51:00",ORD119834105,5,Leggings
250,"2022-03-24 17:11:00",ORD139834105,1,Hoodies
251,"2022-03-24 17:12:00",ORD149834105,1,Jumpsuits
252,"2022-03-25 09:53:00",ORD120844105,6,"Activewear Tops"
253,"2022-03-25 10:02:00",ORD160844105,1,Coats
254,"2022-03-25 10:56:00",ORD151844105,6,Undergarments
255,"2022-03-25 17:06:00",ORD171844105,2,Overalls
256,"2022-03-30 10:08:00",ORD181844105,7,Leggings
257,"2022-03-30 10:54:00",ORD102844105,2,"Dress Shirts"
258,"2022-03-30 11:03:00",ORD152844105,3,Nightwear
259,"2022-03-30 11:04:00",ORD162844105,6,"Wrap Dresses"
260,"2022-03-30 11:09:00",ORD192844105,2,"Pencil Skirts"
261,"2022-03-30 11:09:00",ORD103844105,4,Nightwear
262,"2022-03-30 11:11:00",ORD123844105,6,Pullovers
263,"2022-03-30 11:12:00",ORD133844105,3,Robes
264,"2022-04-01 10:02:00",ORD154844105,2,Dresses
265,"2022-04-02 14:19:00",ORD115844105,1,"Dress Shirts"
266,"2022-04-02 15:51:00",ORD155844105,6,T-Shirts
267,"2022-04-02 17:23:00",ORD175844105,4,Overalls
268,"2022-04-02 17:25:00",ORD185844105,3,Shorts
269,"2022-04-04 12:19:00",ORD136844105,7,Hoodies
270,"2022-04-04 12:20:00",ORD146844105,6,Blazers
271,"2022-04-04 12:26:00",ORD186844105,4,"Shift Dresses"
272,"2022-04-04 12:30:00",ORD127844105,7,"Shift Dresses"
273,"2022-04-04 12:35:00",ORD157844105,3,"Polo Shirts"
274,"2022-04-04 14:19:00",ORD187844105,7,Swimwear
275,"2022-04-04 14:21:00",ORD108844105,1,"Activewear Tops"
276,"2022-04-04 14:24:00",ORD128844105,1,Jeans
277,"2022-04-04 14:24:00",ORD138844105,2,"Midi Dresses"
278,"2022-04-04 14:26:00",ORD158844105,2,Swimwear
279,"2022-04-04 14:30:00",ORD198844105,2,Pullovers
280,"2022-04-04 14:41:00",ORD199844105,7,Jackets
281,"2022-04-08 11:33:00",ORD171854105,6,Socks
282,"2022-04-08 14:23:00",ORD112854105,3,"Capri Pants"
283,"2022-04-09 10:07:00",ORD122854105,1,"Activewear Tops"
284,"2022-04-09 10:08:00",ORD132854105,3,Jumpsuits
285,"2022-04-09 10:11:00",ORD152854105,7,Vests
286,"2022-04-09 10:13:00",ORD162854105,5,Dungarees
287,"2022-04-09 16:46:00",ORD172854105,7,"Crop Tops"
288,"2022-04-14 09:54:00",ORD182854105,2,Coats
289,"2022-04-14 10:05:00",ORD103854105,3,Jeans
290,"2022-04-14 10:26:00",ORD123854105,2,"Dress Shirts"
291,"2022-04-14 11:28:00",ORD143854105,6,Pajamas
292,"2022-04-16 14:25:00",ORD163854105,1,Jumpsuits
293,"2022-04-20 17:38:00",ORD134854105,7,"Activewear Tops"
294,"2022-04-21 14:21:00",ORD154854105,3,Vests
295,"2022-04-23 09:47:00",ORD135854105,7,Swimwear
296,"2022-04-23 09:47:00",ORD145854105,6,Cardigans
297,"2022-04-23 09:48:00",ORD155854105,3,Vests
298,"2022-04-23 09:48:00",ORD165854105,1,Undergarments
299,"2022-04-28 09:49:00",ORD147854105,5,"Sports Bras"
300,"2022-05-01 12:09:00",ORD128854105,6,Sweatshirts
301,"2022-05-06 18:39:00",ORD168854105,1,"Dress Shirts"
302,"2022-05-07 11:15:00",ORD178854105,5,"Sports Bras"
303,"2022-05-07 11:16:00",ORD188854105,7,Dresses
304,"2022-05-07 11:18:00",ORD198854105,1,Skirts
305,"2022-05-07 11:19:00",ORD109854105,5,Boardshorts
306,"2022-05-07 12:23:00",ORD129854105,2,"Polo Shirts"
307,"2022-05-07 18:01:00",ORD179854105,6,Nightwear
308,"2022-05-08 11:23:00",ORD199854105,3,Cardigans
309,"2022-05-08 11:24:00",ORD100864105,7,Jackets
310,"2022-05-08 11:25:00",ORD110864105,7,"Midi Dresses"
311,"2022-05-08 11:26:00",ORD120864105,5,Sweatshirts
312,"2022-05-08 11:29:00",ORD130864105,1,"A-Line Skirts"
313,"2022-05-08 11:38:00",ORD140864105,3,"Polo Shirts"
314,"2022-05-08 17:40:00",ORD160864105,6,"A-Line Skirts"
315,"2022-05-08 17:41:00",ORD170864105,3,T-Shirts
316,"2022-05-12 11:06:00",ORD161864105,3,"A-Line Skirts"
317,"2022-05-12 11:08:00",ORD171864105,2,Vests
318,"2022-05-12 11:10:00",ORD181864105,3,Jeans
319,"2022-05-12 11:14:00",ORD191864105,6,"Maxi Dresses"
320,"2022-05-12 11:16:00",ORD102864105,4,Sweatshirts
321,"2022-05-12 11:17:00",ORD112864105,4,Undergarments
322,"2022-05-12 11:20:00",ORD122864105,4,"Capri Pants"
323,"2022-05-12 17:10:00",ORD132864105,6,"Activewear Tops"
324,"2022-05-12 17:10:00",ORD142864105,4,"Shift Dresses"
325,"2022-05-12 17:13:00",ORD152864105,6,"Activewear Tops"
326,"2022-05-12 17:14:00",ORD162864105,6,Blazers
327,"2022-05-12 17:15:00",ORD172864105,2,Shorts
328,"2022-05-12 17:16:00",ORD182864105,3,Swimwear
329,"2022-05-12 17:17:00",ORD192864105,1,Pullovers
330,"2022-05-12 17:17:00",ORD103864105,2,"Midi Dresses"
331,"2022-05-12 17:18:00",ORD113864105,4,T-Shirts
332,"2022-05-15 17:05:00",ORD133864105,1,Blouses
333,"2022-05-18 10:32:00",ORD143864105,2,Tracksuits
334,"2022-05-18 10:32:00",ORD153864105,1,Sweatpants
335,"2022-05-18 10:33:00",ORD163864105,4,"Wrap Dresses"
336,"2022-05-18 10:33:00",ORD173864105,5,Vests
337,"2022-05-18 10:34:00",ORD183864105,3,"Bodycon Dresses"
338,"2022-05-19 11:35:00",ORD193864105,7,Pajamas
339,"2022-05-30 11:24:00",ORD145864105,7,Leggings
340,"2022-05-30 11:26:00",ORD195864105,3,"Mini Skirts"
341,"2022-05-30 11:29:00",ORD176864105,6,Jackets
342,"2022-05-30 15:39:00",ORD150874105,4,Pajamas
343,"2022-05-30 15:40:00",ORD160874105,5,Skirts
344,"2022-05-30 15:41:00",ORD170874105,5,Jumpsuits
345,"2022-06-01 13:38:00",ORD131874105,2,Blazers
346,"2022-06-05 12:58:00",ORD151874105,7,"Tank Tops"
347,"2022-06-08 16:33:00",ORD122874105,3,"Maxi Skirts"
348,"2022-06-08 16:33:00",ORD132874105,6,Hoodies
349,"2022-06-08 16:35:00",ORD172874105,3,Boardshorts
350,"2022-06-08 16:36:00",ORD182874105,1,Bikinis
351,"2022-06-08 16:36:00",ORD192874105,3,"Tank Tops"
352,"2022-06-11 10:02:00",ORD193874105,1,Coats
353,"2022-06-11 10:03:00",ORD104874105,4,Skirts
354,"2022-06-11 10:04:00",ORD114874105,7,Boardshorts
355,"2022-06-11 10:06:00",ORD124874105,5,Overalls
356,"2022-06-11 10:07:00",ORD134874105,5,Overalls
357,"2022-06-11 10:09:00",ORD144874105,7,Pullovers
358,"2022-06-11 10:11:00",ORD154874105,1,Pajamas
359,"2022-06-11 10:21:00",ORD164874105,4,"Activewear Tops"
360,"2022-06-11 10:23:00",ORD174874105,3,Dresses
361,"2022-06-11 10:24:00",ORD184874105,3,Boardshorts
362,"2022-06-11 10:26:00",ORD194874105,7,Jackets
363,"2022-06-11 10:27:00",ORD105874105,3,Dresses
364,"2022-06-11 10:30:00",ORD115874105,7,"Capri Pants"
365,"2022-06-11 10:32:00",ORD125874105,7,T-Shirts
366,"2022-06-11 10:33:00",ORD135874105,5,"Crop Tops"
367,"2022-06-11 10:33:00",ORD145874105,5,"Crop Tops"
368,"2022-06-11 10:36:00",ORD155874105,6,"Wrap Dresses"
369,"2022-06-11 10:37:00",ORD165874105,3,Pullovers
370,"2022-06-11 10:38:00",ORD175874105,5,"Mini Skirts"
371,"2022-06-11 10:40:00",ORD185874105,7,Tracksuits
372,"2022-06-11 10:46:00",ORD195874105,2,Blouses
373,"2022-06-11 10:48:00",ORD106874105,7,Nightwear
374,"2022-06-11 10:50:00",ORD116874105,1,Socks
375,"2022-06-12 15:11:00",ORD136874105,1,Blazers
376,"2022-06-12 15:14:00",ORD156874105,3,Parkas
377,"2022-06-12 15:17:00",ORD186874105,3,Robes
378,"2022-06-13 09:52:00",ORD137874105,4,"Bodycon Dresses"
379,"2022-06-13 11:40:00",ORD157874105,1,Bikinis
380,"2022-06-13 11:41:00",ORD167874105,2,"Shift Dresses"
381,"2022-06-13 11:42:00",ORD177874105,6,Trousers
382,"2022-06-13 11:43:00",ORD187874105,6,Jeans
383,"2022-06-13 11:44:00",ORD197874105,2,"Bodycon Dresses"
384,"2022-06-13 11:45:00",ORD108874105,5,Dungarees
385,"2022-06-13 11:46:00",ORD118874105,1,"Cargo Pants"
386,"2022-06-13 11:47:00",ORD128874105,3,"Cargo Pants"
387,"2022-06-16 09:52:00",ORD158874105,6,Blazers
388,"2022-06-16 09:53:00",ORD168874105,3,"Bodycon Dresses"
389,"2022-06-16 09:54:00",ORD178874105,7,Jeans
390,"2022-06-25 10:59:00",ORD100884105,1,Undergarments
391,"2022-06-25 11:00:00",ORD110884105,4,"Mini Skirts"
392,"2022-06-29 13:44:00",ORD101884105,6,Hoodies
393,"2022-06-29 13:59:00",ORD131884105,6,Undergarments
394,"2022-06-29 14:19:00",ORD151884105,7,Coats
395,"2022-06-29 14:19:00",ORD161884105,7,Sweatpants
396,"2022-06-29 14:43:00",ORD181884105,1,Leggings
397,"2022-06-29 14:46:00",ORD102884105,5,Blouses
398,"2022-07-01 16:30:00",ORD142884105,3,Sweatpants
399,"2022-07-02 16:50:00",ORD152884105,1,Boardshorts
400,"2022-07-06 12:47:00",ORD162884105,7,Nightwear
401,"2022-07-08 11:27:00",ORD172884105,1,Cardigans
402,"2022-07-08 11:29:00",ORD182884105,1,Blouses
403,"2022-07-08 11:29:00",ORD192884105,1,Skirts
404,"2022-07-10 15:24:00",ORD163884105,2,"Dress Shirts"
405,"2022-07-10 15:24:00",ORD173884105,7,Tracksuits
406,"2022-07-10 15:25:00",ORD183884105,3,Trousers
407,"2022-07-10 15:26:00",ORD193884105,7,"Crop Tops"
408,"2022-07-11 10:56:00",ORD124884105,4,Nightwear
409,"2022-07-11 10:57:00",ORD134884105,3,"Cargo Pants"
410,"2022-07-11 10:58:00",ORD154884105,2,"Midi Dresses"
411,"2022-07-11 11:00:00",ORD174884105,7,"Maxi Skirts"
412,"2022-07-11 11:02:00",ORD184884105,4,"Maxi Skirts"
413,"2022-07-11 11:04:00",ORD105884105,2,"Cargo Pants"
414,"2022-07-13 09:36:00",ORD195884105,3,"Capri Pants"
415,"2022-07-14 10:23:00",ORD136884105,6,Swimwear
416,"2022-07-14 10:24:00",ORD146884105,3,Overalls
417,"2022-07-24 17:50:00",ORD197884105,5,Boardshorts
418,"2022-07-25 09:51:00",ORD118884105,4,Jackets
419,"2022-07-25 09:53:00",ORD128884105,1,"Pleated Skirts"
420,"2022-07-25 09:55:00",ORD138884105,2,Trousers
421,"2022-07-25 09:58:00",ORD148884105,3,"Dress Shirts"
422,"2022-07-25 09:59:00",ORD158884105,1,"Tank Tops"
423,"2022-07-25 10:02:00",ORD168884105,7,Swimwear
424,"2022-07-25 10:04:00",ORD178884105,7,"Pleated Skirts"
425,"2022-07-25 10:06:00",ORD188884105,2,Pajamas
426,"2022-07-25 10:10:00",ORD198884105,7,"Bodycon Dresses"
427,"2022-07-25 10:11:00",ORD109884105,6,Leggings
428,"2022-07-25 10:13:00",ORD119884105,2,Pajamas
429,"2022-07-31 14:42:00",ORD100894105,3,"Tank Tops"
430,"2022-07-31 17:27:00",ORD136805105,4,"Tank Tops"
431,"2022-08-05 14:51:00",ORD123894105,5,Vests
