ID,TIMESTAMP,ORD_NUM,RECEIVED_AMT,INVOICE_NUMBER
31,"2024-03-11 09:16:00",ORD147873105,3273.6,IN68870010
32,"2024-03-11 09:21:00",ORD157873105,9349.5,IN41880010
33,"2024-03-11 09:26:00",ORD197873105,4291.8,IN45880010
34,"2024-03-11 09:32:00",ORD108873105,2729.1,IN38870010
35,"2024-03-11 09:37:00",ORD128873105,22140.8,IN05880010
36,"2024-03-11 09:41:00",ORD168873105,3319.8,IN70890010
37,"2024-03-11 09:45:00",ORD178873105,2927.1,IN11890010
38,"2024-03-11 09:50:00",ORD109873105,2963.4,IN40890010
39,"2024-03-11 09:53:00",ORD131863105,14571.3,IN33880010
40,"2024-03-11 09:54:00",ORD119873105,5704,IN74880010
41,"2024-03-11 09:58:00",ORD129873105,3219.15,IN90890010
42,"2024-03-11 10:01:00",ORD139873105,5440.5,IN15880010
43,"2024-03-11 10:05:00",ORD196893105,30015,IN07870010
44,"2024-03-11 10:09:00",ORD110804105,1049.4,IN71880010
45,"2024-03-11 10:13:00",ORD120804105,2605.35,IN13870010
46,"2024-03-11 10:17:00",ORD130804105,3684.45,IN53870010
47,"2024-03-11 10:21:00",ORD140804105,1430.55,IN12880010
48,"2024-03-11 10:25:00",ORD150804105,3007.95,IN33870010
49,"2024-03-11 10:26:00",ORD181863105,9642.28,IN33880010
50,"2024-03-11 10:29:00",ORD160804105,1186.35,IN91880010
51,"2024-03-11 10:32:00",ORD170804105,3506.25,IN43870010
52,"2024-03-11 12:22:00",ORD179863105,1148.4,IN13880010
53,"2024-03-11 12:36:00",ORD189863105,5075.25,IN13880010
54,"2024-03-13 05:01:00",ORD199863105,10260,IN13880010
55,"2024-03-13 05:17:00",ORD120873105,504,IN13880010
56,"2024-03-13 05:43:00",ORD140873105,17161.6,IN13880010
57,"2024-03-13 06:07:00",ORD141873105,11357.5,IN24880010
58,"2024-03-13 06:27:00",ORD122873105,89.4,IN34880010
59,"2024-03-13 06:51:00",ORD120893105,1048.75,IN66880010
60,"2024-03-13 07:07:00",ORD130893105,3498.3,IN66880010
61,"2024-03-13 07:22:00",ORD170893105,2091.6,IN66880010
62,"2024-03-13 08:13:00",ORD188893105,1345.2,IN32870010
63,"2024-03-13 08:31:00",ORD129893105,4473.64,IN95890010
64,"2024-03-13 08:52:00",ORD139893105,10915,IN95890010
65,"2024-03-13 09:18:00",ORD159893105,5886,IN95890010
66,"2024-03-13 09:39:00",ORD179893105,7904,IN95890010
67,"2024-03-13 10:16:00",ORD182804105,1792,IN66890010
68,"2024-03-13 10:31:00",ORD192804105,2464,IN66890010
69,"2024-03-13 11:07:00",ORD126804105,312.4,IN46890010
70,"2024-03-13 11:17:00",ORD146804105,3659.92,IN3180100100
71,"2024-03-13 11:36:00",ORD117804105,651.6,IN46890010
72,"2024-03-13 11:47:00",ORD100814105,2475.44,IN86890010
73,"2024-03-13 11:58:00",ORD172814105,5358,IN95890010
74,"2024-03-13 12:22:00",ORD170824105,2838.6,IN46890010
75,"2024-03-14 04:32:00",ORD190804105,3144.9,IN23870010
76,"2024-03-14 04:36:00",ORD190824105,5882.4,IN66880010
77,"2024-03-14 04:47:00",ORD101824105,3570,IN66880010
78,"2024-03-14 04:54:00",ORD101804105,1539.45,IN81880010
79,"2024-03-14 04:58:00",ORD114804105,9701.4,IN57870010
80,"2024-03-14 04:59:00",ORD111824105,195.75,IN66880010
81,"2024-03-14 05:06:00",ORD124804105,4366,IN92880010
82,"2024-03-14 05:10:00",ORD134804105,15430.5,IN64870010
83,"2024-03-14 05:13:00",ORD144804105,5386.5,IN52880010
84,"2024-03-14 05:20:00",ORD131824105,1176,IN33880010
85,"2024-03-14 05:28:00",ORD141824105,822.7,IN33880010
86,"2024-03-14 05:37:00",ORD151824105,497.7,IN33880010
87,"2024-03-14 05:43:00",ORD194804105,9280.35,IN37870010
88,"2024-03-14 05:46:00",ORD105804105,4175.85,IN72880010
89,"2024-03-14 05:51:00",ORD115804105,12377.2,IN45870010
90,"2024-03-14 05:55:00",ORD161824105,435.5,#VALUE!
91,"2024-03-14 05:55:00",ORD125804105,8681.4,IN47870010
92,"2024-03-14 05:58:00",ORD135804105,15925.8,IN05870010
93,"2024-03-14 06:02:00",ORD145804105,5742,IN03880010
94,"2024-03-14 06:04:00",ORD181824105,1012,IN33880010
95,"2024-03-14 06:06:00",ORD155804105,11340,IN55870010
96,"2024-03-14 06:10:00",ORD165804105,4248,IN82880010
97,"2024-03-14 06:12:00",ORD192824105,310.72,IN33880010
98,"2024-03-14 06:15:00",ORD175804105,9936,IN65870010
99,"2024-03-14 06:19:00",ORD185804105,3636,IN83880010
100,"2024-03-14 06:21:00",ORD103824105,182,IN66880010
101,"2024-03-14 06:23:00",ORD147804105,1400,IN93870010
102,"2024-03-14 06:27:00",ORD157804105,2363.2,IN04870010
103,"2024-03-14 06:30:00",ORD113824105,216,IN66880010
104,"2024-03-14 06:33:00",ORD197804105,15258.6,IN94870010
105,"2024-03-14 06:37:00",ORD108804105,1577.8,IN84870010
106,"2024-03-14 06:38:00",ORD123824105,231.7,IN66880010
107,"2024-03-14 06:42:00",ORD118804105,1283.8,IN74870010
108,"2024-03-14 06:47:00",ORD128804105,17600.8,IN56870010
109,"2024-03-14 06:49:00",ORD187824105,811.8,IN56880010
110,"2024-03-14 06:57:00",ORD138804105,8565.2,IN27870010
111,"2024-03-14 07:00:00",ORD168824105,590,IN34880010
112,"2024-03-14 07:00:00",ORD148804105,2234.4,IN46870010
113,"2024-03-14 07:04:00",ORD158804105,1989.4,IN36870010
114,"2024-03-14 07:08:00",ORD168804105,21102.3,IN35870010
115,"2024-03-14 07:14:00",ORD189824105,495,IN67870010
116,"2024-03-14 07:14:00",ORD178804105,8793.6,IN62880010
117,"2024-03-14 07:18:00",ORD188804105,1774.75,IN15870010
118,"2024-03-14 07:21:00",ORD198804105,2438.85,IN25870010
119,"2024-03-14 07:22:00",ORD199824105,350,IN67870010
120,"2024-03-14 07:25:00",ORD109804105,13899.6,IN83870010
121,"2024-03-14 07:28:00",ORD100834105,180,IN67870010
122,"2024-03-14 08:19:00",ORD110834105,180,IN24870010
123,"2024-03-14 08:27:00",ORD120834105,280,IN67870010
124,"2024-03-14 08:37:00",ORD130834105,785,IN67870010
125,"2024-03-14 08:44:00",ORD140834105,440,IN67870010
126,"2024-03-14 08:52:00",ORD150834105,825,IN24870010
127,"2024-03-14 09:04:00",ORD160834105,550,IN67870010
128,"2024-03-14 09:13:00",ORD170834105,350,IN67870010
129,"2024-03-14 09:24:00",ORD180834105,180,IN24870010
130,"2024-03-14 09:36:00",ORD190834105,550,IN67870010
131,"2024-03-14 09:47:00",ORD181834105,975,IN86890010
132,"2024-03-14 11:09:00",ORD102834105,22415.3,IN95890010
133,"2024-03-14 11:35:00",ORD162834105,19485.3,IN46890010
134,"2024-03-14 11:51:00",ORD172834105,10495.4,IN46890010
135,"2024-03-14 12:02:00",ORD139834105,350,IN67870010
136,"2024-03-14 12:11:00",ORD149834105,1100,IN67870010
137,"2024-03-14 12:30:00",ORD181844105,350,IN67870010
138,"2024-03-15 04:56:00",ORD135854105,157,IN65880010
139,"2024-03-15 05:08:00",ORD145854105,660,IN65880010
140,"2024-03-15 05:22:00",ORD165854105,440,IN65880010
141,"2024-03-15 05:32:00",ORD155854105,275,IN65880010
142,"2024-03-15 05:44:00",ORD128854105,397.8,IN46890010
143,"2024-03-15 05:54:00",ORD143864105,591.15,IN46890010
144,"2024-03-15 06:02:00",ORD153864105,1760.76,IN46890010
145,"2024-03-15 06:11:00",ORD163864105,1270.44,IN3180100100
146,"2024-03-15 06:24:00",ORD173864105,198,IN46890010
147,"2024-03-15 06:41:00",ORD183864105,231,IN46890010
148,"2024-03-15 07:13:00",ORD177805105,314,IN8380100100
149,"2024-03-15 07:23:00",ORD187805105,165,IN8380100100
150,"2024-03-15 08:23:00",ORD197805105,175,IN8380100100
151,"2024-03-15 08:38:00",ORD108805105,275,IN8380100100
152,"2024-03-15 08:39:00",ORD119804105,2598.75,IN96870010
153,"2024-03-15 08:42:00",ORD150814105,6713.7,IN73880010
154,"2024-03-15 08:46:00",ORD118805105,440,IN8380100100
155,"2024-03-15 08:46:00",ORD161814105,9500.65,IN69880010
156,"2024-03-15 08:49:00",ORD152814105,10598.4,IN08870010
157,"2024-03-15 08:53:00",ORD162814105,18871.5,IN97870010
158,"2024-03-15 08:57:00",ORD183814105,8910,IN63880010
159,"2024-03-15 09:01:00",ORD156814105,6854.4,IN00890010
160,"2024-03-15 09:05:00",ORD166814105,5205,IN99880010
161,"2024-03-15 09:09:00",ORD176814105,3877.6,IN98870010
162,"2024-03-15 09:15:00",ORD186814105,4243.5,IN20890010
163,"2024-03-15 09:25:00",ORD196814105,9048.6,IN10890010
164,"2024-03-15 09:28:00",ORD187814105,12474.7,IN78890010
165,"2024-03-15 09:32:00",ORD197814105,7407.2,IN79880010
166,"2024-03-15 09:35:00",ORD108814105,2314.75,IN89870010
167,"2024-03-15 09:39:00",ORD118814105,2078.35,IN79870010
168,"2024-03-15 09:59:00",ORD128814105,2281.5,IN30880010
169,"2024-03-15 10:03:00",ORD138814105,2057.25,IN20880010
170,"2024-03-15 10:06:00",ORD148814105,2464,IN70880010
171,"2024-03-15 10:11:00",ORD158814105,2266,IN01880010
172,"2024-03-15 10:15:00",ORD168814105,1573,IN60880010
173,"2024-03-15 10:18:00",ORD178814105,1331,IN90880010
174,"2024-03-15 10:21:00",ORD188814105,2160,IN00880010
175,"2024-03-15 10:25:00",ORD198814105,16324,IN11880010
176,"2024-03-15 10:29:00",ORD109814105,15356.2,IN10880010
177,"2024-03-15 10:33:00",ORD119814105,4397.25,IN13890010
178,"2024-03-15 10:36:00",ORD129814105,6179,IN23890010
179,"2024-03-15 10:40:00",ORD139814105,7022.7,IN55880010
180,"2024-03-15 10:44:00",ORD149814105,3183.3,IN33890010
181,"2024-03-15 10:48:00",ORD159814105,6844.5,IN25880010
182,"2024-03-15 10:52:00",ORD169814105,12928.5,IN40880010
183,"2024-03-15 10:55:00",ORD179814105,7390.5,IN89880010
184,"2024-03-15 11:00:00",ORD110824105,5892.6,IN93880010
185,"2024-03-15 11:03:00",ORD171824105,9500.65,IN69880010
186,"2024-03-15 11:07:00",ORD112824105,2036.1,IN47890010
187,"2024-03-15 11:10:00",ORD122824105,3161.4,IN97890010
188,"2024-03-15 11:14:00",ORD132824105,990,IN57890010
189,"2024-03-15 11:18:00",ORD152824105,1684.65,IN4080100100
190,"2024-03-15 11:22:00",ORD162824105,3575.55,IN48890010
191,"2024-03-15 11:25:00",ORD183824105,3273.6,IN68870010
192,"2024-03-15 11:28:00",ORD193824105,1481.7,IN30890010
193,"2024-03-15 11:32:00",ORD104824105,988.35,IN43890010
194,"2024-03-15 11:34:00",ORD114824105,1755.6,IN75890010
195,"2024-03-15 11:38:00",ORD124824105,1381.05,IN85890010
196,"2024-03-15 11:56:00",ORD134824105,1800.15,IN65890010
197,"2024-03-15 12:00:00",ORD144824105,1577.4,IN45890010
198,"2024-03-17 04:14:00",ORD154824105,2684.55,IN48870010
199,"2024-03-17 04:18:00",ORD164824105,1181.4,IN50890010
200,"2024-03-17 04:21:00",ORD174824105,2412.3,IN60890010
201,"2024-03-17 04:29:00",ORD184824105,1392.6,IN55890010
202,"2024-03-17 04:34:00",ORD194824105,2912.25,IN58870010
203,"2024-03-17 04:40:00",ORD105824105,1244.1,IN80890010
204,"2024-03-17 04:44:00",ORD115824105,839.85,IN53890010
205,"2024-03-17 04:49:00",ORD135824105,1234.2,IN21890010
206,"2024-03-17 04:53:00",ORD145824105,12472.6,IN8080100100
207,"2024-03-17 04:56:00",ORD165824105,6559,IN98890010
208,"2024-03-17 05:00:00",ORD175824105,10659.6,IN58890010
209,"2024-03-17 05:03:00",ORD195824105,9447.75,IN82890010
210,"2024-03-17 05:07:00",ORD106824105,1998.75,IN97880010
211,"2024-03-17 05:09:00",ORD116824105,1257.75,IN87880010
212,"2024-03-17 05:13:00",ORD126824105,10102,IN72890010
213,"2024-03-17 05:18:00",ORD136824105,3694.95,IN54880010
214,"2024-03-17 05:21:00",ORD146824105,2145.15,IN44880010
215,"2024-03-17 05:24:00",ORD156824105,12596.7,IN03890010
216,"2024-03-17 05:29:00",ORD166824105,2911.8,IN28880010
217,"2024-03-17 05:33:00",ORD176824105,2226.05,IN18880010
218,"2024-03-17 05:36:00",ORD109824105,726,IN58880010
219,"2024-03-17 05:49:00",ORD119824105,833.25,IN48880010
220,"2024-03-17 05:53:00",ORD111834105,18270.6,IN9080100100
221,"2024-03-17 05:58:00",ORD121834105,19242.8,IN19890010
222,"2024-03-17 06:02:00",ORD131834105,11081.4,IN4180100100
223,"2024-03-17 06:05:00",ORD171834105,16254.4,IN7080100100
224,"2024-03-17 06:09:00",ORD112834105,5711.4,IN32890010
225,"2024-03-17 06:13:00",ORD192834105,693,IN87890010
226,"2024-03-17 06:16:00",ORD103834105,2545.95,IN28890010
227,"2024-03-17 06:20:00",ORD113834105,3676.2,IN18890010
228,"2024-03-17 06:24:00",ORD144834105,16851.4,IN37890010
229,"2024-03-17 06:27:00",ORD164834105,10021.9,IN0180100100
230,"2024-03-17 06:30:00",ORD184834105,825,IN77890010
231,"2024-03-17 06:37:00",ORD194834105,15415.2,IN61890010
232,"2024-03-17 06:40:00",ORD105834105,5200.8,IN93890010
233,"2024-03-17 06:43:00",ORD115834105,1812.4,IN51890010
234,"2024-03-17 06:46:00",ORD125834105,1605.55,IN41890010
235,"2024-03-17 06:50:00",ORD135834105,2541,IN81890010
236,"2024-03-17 06:53:00",ORD145834105,1980,IN71890010
237,"2024-03-17 06:57:00",ORD155834105,13510.8,IN12890010
238,"2024-03-17 07:05:00",ORD175834105,7290.55,IN02890010
239,"2024-03-17 07:08:00",ORD185834105,3926.75,IN83890010
240,"2024-03-17 07:18:00",ORD137834105,35915.4,IN2580100100
241,"2024-03-17 07:21:00",ORD147834105,8127,IN4680100100
242,"2024-03-17 08:23:00",ORD167834105,18965.2,IN3480100100
243,"2024-03-17 08:27:00",ORD187834105,39393,IN9480100100
244,"2024-03-17 08:32:00",ORD118834105,13544.7,IN9580100100
245,"2024-03-17 08:36:00",ORD148834105,2253.9,IN5380100100
246,"2024-03-17 08:41:00",ORD168834105,1585.65,IN6380100100
247,"2024-03-17 08:46:00",ORD198834105,2100.45,IN4580100100
248,"2024-03-17 08:49:00",ORD109834105,3164.7,IN7380100100
249,"2024-03-17 08:57:00",ORD151844105,12230.4,IN2680100100
250,"2024-03-17 09:01:00",ORD154844105,54356.4,IN1780100100
251,"2024-03-17 09:08:00",ORD185844105,24199.5,IN7680100100
252,"2024-03-17 09:12:00",ORD187844105,28665,IN8680100100
253,"2024-03-17 09:22:00",ORD198844105,8756.1,IN0680100100
254,"2024-03-17 09:28:00",ORD112854105,1697.85,IN5580100100
255,"2024-03-17 09:33:00",ORD163854105,12717,IN3580100100
256,"2024-03-17 09:38:00",ORD134854105,4944.6,IN88870010
257,"2024-03-17 09:43:00",ORD147854105,2633.4,IN2080100100
258,"2024-03-17 09:48:00",ORD179854105,13862,IN76890010
259,"2024-03-17 09:56:00",ORD199854105,1900,IN94880010
260,"2024-03-17 10:01:00",ORD100864105,2540,IN42890010
261,"2024-03-17 10:08:00",ORD110864105,1746,IN22880010
262,"2024-03-17 10:18:00",ORD120864105,819,IN32880010
263,"2024-03-17 11:07:00",ORD163824105,51180,IN94890010
264,"2024-03-17 11:17:00",ORD130864105,2574,IN78880010
265,"2024-03-17 11:20:00",ORD156834105,23700,IN6880100100
266,"2024-03-17 11:20:00",ORD140864105,2489.2,IN88880010
267,"2024-03-17 11:29:00",ORD160864105,19942,IN49890010
268,"2024-03-17 11:42:00",ORD170864105,17945.2,IN69890010
269,"2024-03-17 11:56:00",ORD166894105,39320,IN1180100100
270,"2024-03-17 11:57:00",ORD161864105,479.6,IN27880010
271,"2024-03-17 12:01:00",ORD171864105,522,IN07880010
272,"2024-03-17 12:05:00",ORD181864105,710,IN96880010
273,"2024-03-17 12:13:00",ORD191864105,887.5,IN36880010
274,"2024-03-18 04:18:00",ORD102864105,2318.7,IN37880010
275,"2024-03-18 04:24:00",ORD112864105,1679.6,IN16880010
276,"2024-03-18 04:28:00",ORD122864105,1413.6,IN17880010
277,"2024-03-18 04:32:00",ORD132864105,2527,IN95880010
278,"2024-03-18 04:35:00",ORD142864105,1453.5,IN06880010
279,"2024-03-18 04:40:00",ORD152864105,396,IN86880010
280,"2024-03-18 04:43:00",ORD176894105,71060,IN6580100100
281,"2024-03-18 04:44:00",ORD162864105,473.6,IN75880010
282,"2024-03-18 04:49:00",ORD172864105,1907.2,IN85880010
283,"2024-03-18 04:52:00",ORD182864105,1494.25,IN26880010
284,"2024-03-18 04:55:00",ORD192864105,2994.6,IN57880010
285,"2024-03-18 05:00:00",ORD103864105,4836.9,IN47880010
286,"2024-03-18 05:03:00",ORD113864105,2340,IN76880010
287,"2024-03-18 05:07:00",ORD193864105,26572.7,IN89890010
288,"2024-03-18 05:10:00",ORD151874105,1944,IN39880010
289,"2024-03-18 05:13:00",ORD178854105,11513,IN1182100100
290,"2024-03-18 05:14:00",ORD122874105,1257.3,IN67890010
291,"2024-03-18 05:19:00",ORD132874105,990,IN08890010
292,"2024-03-18 05:23:00",ORD172874105,2064.15,IN3080100100
293,"2024-03-18 05:29:00",ORD182874105,1422.3,IN5680100100
294,"2024-03-18 05:30:00",ORD198854105,35720,IN0481100100
295,"2024-03-18 05:37:00",ORD192874105,2704.35,IN38890010
296,"2024-03-18 05:41:00",ORD193874105,7158.78,IN0280100100
297,"2024-03-18 05:46:00",ORD104874105,2268.42,IN9180100100
298,"2024-03-18 05:49:00",ORD114874105,1531.92,IN8180100100
299,"2024-03-18 05:52:00",ORD124874105,1897.32,IN5080100100
300,"2024-03-18 05:55:00",ORD134874105,1408.32,IN6080100100
301,"2024-03-18 05:59:00",ORD144874105,1565.38,IN27890010
302,"2024-03-18 06:02:00",ORD154874105,999.58,IN96890010
303,"2024-03-18 06:06:00",ORD164874105,2130.1,IN1480100100
304,"2024-03-18 06:10:00",ORD174874105,1832.6,IN79890010
305,"2024-03-18 06:22:00",ORD178893105,70280,IN82870010
306,"2024-03-18 06:24:00",ORD184874105,1630.3,IN59890010
307,"2024-03-18 06:27:00",ORD194874105,2230.2,IN0080100100
308,"2024-03-18 06:32:00",ORD105874105,1404.2,IN99890010
309,"2024-03-18 06:36:00",ORD115874105,6138.8,IN68890010
310,"2024-03-18 06:42:00",ORD153824105,37640,IN09870010
311,"2024-03-18 06:50:00",ORD135874105,7579,IN1080100100
312,"2024-03-18 06:53:00",ORD145874105,3029,IN6280100100
313,"2024-03-18 06:57:00",ORD155874105,3291.8,IN7280100100
314,"2024-03-18 07:01:00",ORD165874105,21658,IN88890010
315,"2024-03-18 07:05:00",ORD175874105,4919.6,IN4480100100
316,"2024-03-18 07:08:00",ORD185874105,1890,IN2380100100
317,"2024-03-18 07:12:00",ORD195874105,1732.4,IN1380100100
318,"2024-03-18 07:15:00",ORD116874105,2945.2,IN0380100100
319,"2024-03-18 07:16:00",ORD166834105,37804,IN5280100100
320,"2024-03-18 07:20:00",ORD137874105,4380,IN8280100100
321,"2024-03-18 07:24:00",ORD157874105,655.2,IN04890010
322,"2024-03-18 07:26:00",ORD167874105,2610,IN44890010
323,"2024-03-18 08:35:00",ORD177874105,2656.8,IN84890010
324,"2024-03-18 08:39:00",ORD187874105,1583.6,IN14890010
325,"2024-03-18 08:44:00",ORD197874105,1152.3,IN74890010
326,"2024-03-18 08:54:00",ORD108874105,1054,IN64890010
327,"2024-03-18 08:59:00",ORD118874105,848.25,IN24890010
328,"2024-03-18 09:03:00",ORD128874105,666,IN54890010
329,"2024-03-18 09:06:00",ORD158874105,1296.75,IN05890010
330,"2024-03-18 09:11:00",ORD168874105,5001.75,IN34890010
331,"2024-03-18 09:12:00",ORD144823105,15155.2,IN79860010
332,"2024-03-18 09:15:00",ORD178874105,539,IN15890010
333,"2024-03-18 09:26:00",ORD182884105,8200.6,IN39890010
334,"2024-03-18 09:30:00",ORD192884105,3360.15,IN9280100100
335,"2024-03-18 09:31:00",ORD137823105,10295.5,IN79860010
336,"2024-03-18 09:37:00",ORD123894105,6195,IN1280100100
337,"2024-03-18 09:42:00",ORD133894105,18768.8,IN4380100100
338,"2024-03-18 09:51:00",ORD143894105,2517.2,IN3380100100
339,"2024-03-18 09:55:00",ORD153894105,13565.5,IN6680100100
340,"2024-03-18 10:06:00",ORD120833105,15768.5,IN79860010
341,"2024-03-18 10:09:00",ORD128894105,4046,IN2280100100
342,"2024-03-18 10:14:00",ORD160805105,6958,IN3680100100
343,"2024-03-18 10:18:00",ORD170805105,5145,IN1680100100
344,"2024-03-18 10:25:00",ORD128805105,14484.2,IN7480100100
345,"2024-03-18 10:29:00",ORD148805105,3446.45,IN6480100100
346,"2024-03-18 10:55:00",ORD158805105,2393.05,IN5480100100
347,"2024-03-18 10:59:00",ORD178805105,3596.4,IN0780100100
348,"2024-03-18 11:02:00",ORD159853105,15190,#VALUE!
349,"2024-03-18 11:06:00",ORD115825105,4283.64,IN1580100100
350,"2024-03-18 11:09:00",ORD125825105,3891.3,IN8480100100
351,"2024-03-18 11:22:00",ORD156863105,8725,IN59880010
352,"2024-03-18 11:23:00",ORD180893105,2353,IN14880010
353,"2024-03-18 11:27:00",ORD190893105,7344,IN14880010
354,"2024-03-18 11:31:00",ORD111893105,3604.5,IN14880010
355,"2024-03-18 11:38:00",ORD121893105,6429.6,IN14880010
356,"2024-03-18 11:41:00",ORD117863105,9690,IN77880010
357,"2024-03-18 11:41:00",ORD131893105,2420.5,IN14880010
358,"2024-03-18 11:45:00",ORD151893105,3524.1,IN14880010
359,"2024-03-18 11:48:00",ORD161893105,6615.5,IN14880010
360,"2024-03-18 11:51:00",ORD181893105,1809.5,IN14880010
361,"2024-03-18 11:56:00",ORD191893105,3087.5,IN14880010
362,"2024-03-18 11:59:00",ORD127863105,15977.7,IN77880010
363,"2024-03-18 11:59:00",ORD102893105,1740,IN14880010
364,"2024-03-18 12:02:00",ORD112893105,3494.4,IN14880010
365,"2024-03-18 12:04:00",ORD122893105,934.8,IN14880010
366,"2024-03-18 12:10:00",ORD103814105,3867.5,IN14880010
367,"2024-03-18 12:37:00",ORD137863105,7938,#VALUE!
368,"2024-03-19 04:10:00",ORD113814105,2583,IN14880010
369,"2024-03-19 04:15:00",ORD123814105,3640,IN14880010
370,"2024-03-19 04:18:00",ORD133814105,2472,IN14880010
371,"2024-03-19 04:37:00",ORD147863105,16033.5,IN77880010
372,"2024-03-19 04:42:00",ORD173814105,2340,IN14880010
373,"2024-03-19 04:50:00",ORD157863105,23985,IN77880010
374,"2024-03-19 04:58:00",ORD127843105,4726.26,IN87870010
375,"2024-03-19 05:06:00",ORD192873105,19746.9,IN35890010
376,"2024-03-19 05:13:00",ORD190853105,3868.83,IN87870010
377,"2024-03-19 05:18:00",ORD178853105,4531.84,IN59870010
378,"2024-03-19 05:21:00",ORD155863105,1634,IN59870010
379,"2024-03-19 05:24:00",ORD103873105,7195.65,IN16890010
380,"2024-03-19 05:24:00",ORD152873105,8258.4,IN87870010
381,"2024-03-19 05:29:00",ORD154814105,4922.64,IN8580100100
382,"2024-03-19 05:32:00",ORD174814105,8372.88,IN8281100100
383,"2024-03-19 05:35:00",ORD184814105,4752.09,IN7580100100
384,"2024-03-19 05:36:00",ORD163883105,17249,IN35890010
385,"2024-03-19 05:39:00",ORD163844105,2179.35,IN59870010
386,"2024-03-19 05:42:00",ORD173844105,2156.22,IN59870010
387,"2024-03-19 05:46:00",ORD183844105,1427.85,IN59870010
388,"2024-03-19 05:50:00",ORD173883105,17738,IN35890010
389,"2024-03-19 05:50:00",ORD193844105,2591.82,IN49880010
390,"2024-03-19 05:54:00",ORD104844105,5345.28,IN49880010
391,"2024-03-19 05:57:00",ORD114844105,7707.04,IN49880010
392,"2024-03-19 06:00:00",ORD124844105,5175.9,IN59870010
393,"2024-03-19 06:03:00",ORD134844105,1277.72,IN59870010
394,"2024-03-19 06:06:00",ORD164893105,6681,IN5180100100
395,"2024-03-19 06:06:00",ORD144844105,1419.66,IN59870010
396,"2024-03-19 06:11:00",ORD130854105,5916.9,IN7580100100
397,"2024-03-19 06:13:00",ORD196854105,4343.8,IN7580100100
398,"2024-03-19 06:15:00",ORD174893105,8588.5,IN5180100100
399,"2024-03-19 06:16:00",ORD107854105,2809.52,IN7580100100
400,"2024-03-19 06:19:00",ORD127854105,3900.96,IN7580100100
401,"2024-03-19 06:22:00",ORD134864105,2255.4,IN8580100100
402,"2024-03-19 06:26:00",ORD196884105,4478.49,IN7580100100
403,"2024-03-19 06:43:00",ORD135893105,8628.75,IN5180100100
404,"2024-03-19 07:00:00",ORD188843105,4183.92,IN18870010
405,"2024-03-19 07:03:00",ORD198843105,4338,IN18870010
406,"2024-03-19 07:08:00",ORD138843105,2835.6,IN19880010
407,"2024-03-19 07:12:00",ORD145893105,10506,IN5180100100
408,"2024-03-19 07:14:00",ORD148843105,5964.84,IN19880010
409,"2024-03-19 07:17:00",ORD133853105,7467.2,IN19880010
410,"2024-03-19 07:21:00",ORD127883105,2880,IN19880010
411,"2024-03-19 07:22:00",ORD186893105,14269.2,IN16890010
412,"2024-03-19 07:28:00",ORD133834105,1717,IN9680100100
413,"2024-03-19 08:10:00",ORD107893105,9073.6,IN26890010
414,"2024-03-19 08:11:00",ORD143834105,2945.6,IN9680100100
415,"2024-03-19 08:17:00",ORD198893105,9595.1,IN92890010
416,"2024-03-19 08:19:00",ORD117893105,9786,IN59880010
